"filename", "language", "PHP", "CSS", "JSON", "JavaScript", "SCSS", "Markdown", "XML", "comment", "blank", "total"
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\page.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 11, 5, 26
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\postcss.config.js", "JavaScript", 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\search.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 19, 8, 66
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\searchform.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 16, 3, 28
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\single.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 14, 10, 51
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\style-rtl.css", "CSS", 0, 4527, 0, 0, 0, 0, 0, 437, 980, 5944
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\style.css", "CSS", 0, 4527, 0, 0, 0, 0, 0, 455, 998, 5980
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\content\content-excerpt.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 9, 6, 26
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\content\content-none.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 11, 15, 67
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\content\content-page.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 11, 7, 58
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\content\content-single.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 10, 9, 45
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\content\content.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 10, 8, 47
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-aside.php", "PHP", 2, 0, 0, 0, 0, 0, 0, 10, 2, 14
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-audio.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 14, 2, 24
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-chat.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 11, 4, 21
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-gallery.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 10, 4, 19
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-image.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 10, 4, 22
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-link.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 10, 4, 20
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-quote.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 10, 3, 22
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-status.php", "PHP", 2, 0, 0, 0, 0, 0, 0, 10, 2, 14
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt-video.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 14, 2, 24
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\excerpt\excerpt.php", "PHP", 2, 0, 0, 0, 0, 0, 0, 9, 2, 13
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\footer\footer-widgets.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 7, 4, 17
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\header\entry-header.php", "PHP", 2, 0, 0, 0, 0, 0, 0, 7, 2, 11
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\header\excerpt-header.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 8, 3, 23
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\header\site-branding.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 7, 8, 43
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\header\site-header.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 7, 5, 22
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\header\site-nav.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\Users\pvmat\Local Sites\nddbase\app\public\wp-content\themes\twentytwentyone\template-parts\post\author-bio.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 9, 2, 39
"Total", "-", 25573, 52154, 25599, 25213, 10515, 141, 6, 34305, 31127, 204633
